

 1D internal forces





Type Name	Name	1D internal forces
1D internal forces	1D internal forces	See table 1

Table 1
Type Name	1D internal forces
1D internal forces	Linear calculation  Combination: ULS-Set B (auto)  Coordinate system: Principal  Extreme 1D: Member  Selection: All    See table 2

Table 2
Name	dx  [m]	Case	N  [kN]	V_{y}  [kN]	V_{z}  [kN]	M_{x}  [kNm]	M_{y}  [kNm]	M_{z}  [kNm]
B67	2.033-	ULS-Set  B  (auto)/2	-315.97	0.24	-0.08	0.00	5.15	-0.01
B67	0.000	ULS-Set  B  (auto)/2	-314.97	0.24	9.24	0.00	-4.15	-0.50
B68	0.000	ULS-Set  B  (auto)/1	-185.75	0.30	6.76	0.00	-3.20	-0.60
B68	4.026	ULS-Set  B  (auto)/2	-254.05	0.40	-9.14	0.00	-4.36	0.80
B68	2.013-	ULS-Set  B  (auto)/2	-252.41	0.40	-0.01	0.00	4.86	-0.01
B68	0.000	ULS-Set  B  (auto)/2	-250.76	0.40	9.12	0.00	-4.32	-0.81
B69	0.000	ULS-Set  B  (auto)/1	-116.31	0.34	6.19	0.00	-3.05	-0.77
B69	3.968	ULS-Set  B  (auto)/2	-161.53	0.46	-9.37	0.00	-6.13	0.80
B69	1.984-	ULS-Set  B  (auto)/2	-159.27	0.46	-0.51	0.00	3.67	-0.12
B69	0.000	ULS-Set  B  (auto)/2	-157.02	0.46	8.36	0.00	-4.12	-1.04
B70	0.000	ULS-Set  B  (auto)/1	-32.84	1.00	7.33	0.00	-4.25	-1.84
B70	3.894	ULS-Set  B  (auto)/2	-49.99	1.35	-7.14	0.00	-0.38	2.76
B70	2.337	ULS-Set  B  (auto)/2	-47.73	1.35	-0.33	0.00	5.44	0.66
B70	0.000	ULS-Set  B  (auto)/2	-44.33	1.35	9.89	0.00	-5.73	-2.48
B71	3.801	ULS-Set  B  (auto)/1	-42.09	-2.01	-6.81	0.00	-3.33	-3.62
B71	0.000	ULS-Set  B  (auto)/2	-62.42	-2.72	7.40	0.00	-1.08	5.45
B71	1.689	ULS-Set  B  (auto)/2	-59.93	-2.72	0.02	0.00	5.19	0.85
B71	3.801	ULS-Set  B  (auto)/2	-56.82	-2.72	-9.20	0.00	-4.49	-4.89
B72	3.870	ULS-Set  B  (auto)/1	-120.99	-0.67	-5.99	0.00	-2.67	-1.48
B72	0.000	ULS-Set  B  (auto)/2	-167.80	-0.91	9.18	0.00	-5.71	1.52
B72	1.935+	ULS-Set  B  (auto)/2	-165.57	-0.91	0.54	0.00	3.70	-0.24
B72	3.870	ULS-Set  B  (auto)/2	-163.34	-0.91	-8.09	0.00	-3.60	-2.00
B73	3.924	ULS-Set  B  (auto)/1	-182.62	-0.60	-6.51	0.00	-2.86	-1.18
B73	0.000	ULS-Set  B  (auto)/2	-249.79	-0.80	9.00	0.00	-4.27	1.56
B73	1.962+	ULS-Set  B  (auto)/2	-248.17	-0.80	0.10	0.00	4.67	-0.01
B73	3.924	ULS-Set  B  (auto)/2	-246.54	-0.80	-8.79	0.00	-3.86	-1.59
B74	3.961	ULS-Set  B  (auto)/1	-222.30	-0.36	-6.63	0.00	-2.83	-0.73
B74	0.000	ULS-Set  B  (auto)/2	-302.08	-0.48	9.20	0.00	-4.31	0.92
B74	1.981+	ULS-Set  B  (auto)/2	-301.09	-0.48	0.12	0.00	4.92	-0.03
B74	3.961	ULS-Set  B  (auto)/2	-300.10	-0.48	-8.95	0.00	-3.82	-0.99
B75	3.980	ULS-Set  B  (auto)/1	-241.49	-0.12	-6.77	0.00	-2.92	-0.26
B75	0.000	ULS-Set  B  (auto)/2	-326.67	-0.16	9.19	0.00	-4.05	0.29
B75	1.990+	ULS-Set  B  (auto)/2	-326.34	-0.16	0.03	0.00	5.13	-0.03
B75	3.980	ULS-Set  B  (auto)/2	-326.01	-0.16	-9.14	0.00	-3.94	-0.35
B76	0.000	ULS-Set  B  (auto)/1	-240.57	0.12	6.77	0.00	-2.91	-0.26
B76	3.980	ULS-Set  B  (auto)/2	-325.43	0.16	-9.19	0.00	-4.05	0.29
B76	1.990-	ULS-Set  B  (auto)/2	-325.10	0.16	-0.03	0.00	5.13	-0.03
B76	0.000	ULS-Set  B  (auto)/2	-324.76	0.16	9.14	0.00	-3.94	-0.36
B77	0.000	ULS-Set  B  (auto)/1	-219.52	0.36	6.63	0.00	-2.83	-0.74
B77	3.961	ULS-Set  B  (auto)/2	-298.33	0.49	-9.20	0.00	-4.32	0.93
B77	1.981-	ULS-Set  B  (auto)/2	-297.34	0.49	-0.13	0.00	4.92	-0.03
B77	0.000	ULS-Set  B  (auto)/2	-296.35	0.49	8.95	0.00	-3.82	-0.99
B78	0.000	ULS-Set  B  (auto)/1	-177.93	0.60	6.51	0.00	-2.86	-1.19
B78	3.924	ULS-Set  B  (auto)/2	-243.45	0.81	-9.00	0.00	-4.27	1.57
B78	1.962-	ULS-Set  B  (auto)/2	-241.83	0.81	-0.10	0.00	4.67	-0.01
B78	0.000	ULS-Set  B  (auto)/2	-240.20	0.81	8.79	0.00	-3.86	-1.60
B79	0.000	ULS-Set  B  (auto)/1	-114.32	0.68	5.99	0.00	-2.67	-1.49
B79	3.870	ULS-Set  B  (auto)/2	-158.80	0.92	-9.18	0.00	-5.72	1.53
B79	1.935-	ULS-Set  B  (auto)/2	-156.57	0.92	-0.55	0.00	3.69	-0.24
B79	0.000	ULS-Set  B  (auto)/2	-154.34	0.92	8.09	0.00	-3.60	-2.02
B80	3.801	ULS-Set  B  (auto)/2	-50.49	2.73	-7.40	0.00	-1.09	5.47
B80	0.000	ULS-Set  B  (auto)/1	-33.25	2.02	6.81	0.00	-3.33	-3.63
B80	2.111	ULS-Set  B  (auto)/2	-48.00	2.73	-0.02	0.00	5.19	0.86
B80	0.000	ULS-Set  B  (auto)/2	-44.89	2.73	9.20	0.00	-4.50	-4.90
B81	3.647	ULS-Set  B  (auto)/1	-40.19	-2.99	-5.96	0.00	-1.89	-5.18
B81	0.000	ULS-Set  B  (auto)/2	-59.76	-4.03	7.84	0.00	-2.16	7.72
B81	1.824-	ULS-Set  B  (auto)/2	-57.01	-4.03	-0.11	0.00	4.89	0.36
B81	3.647	ULS-Set  B  (auto)/2	-54.26	-4.03	-8.05	0.00	-2.54	-6.99
B82	3.710	ULS-Set  B  (auto)/1	-110.99	-0.98	-5.70	0.00	-2.15	-2.08
B82	0.000	ULS-Set  B  (auto)/2	-154.23	-1.32	8.83	0.00	-5.01	2.09
B82	2.061	ULS-Set  B  (auto)/2	-151.79	-1.32	-0.35	0.00	3.73	-0.63
B82	3.710	ULS-Set  B  (auto)/2	-149.84	-1.32	-7.69	0.00	-2.90	-2.81
B83	3.758	ULS-Set  B  (auto)/1	-160.69	-0.88	-6.11	0.00	-2.38	-1.69
B83	0.000	ULS-Set  B  (auto)/2	-220.12	-1.19	8.78	0.00	-4.21	2.19
B83	1.879+	ULS-Set  B  (auto)/2	-218.53	-1.19	0.26	0.00	4.29	-0.04
B83	3.758	ULS-Set  B  (auto)/2	-216.93	-1.19	-8.25	0.00	-3.21	-2.28
B84	3.791	ULS-Set  B  (auto)/1	-190.83	-0.53	-6.28	0.00	-2.47	-1.06
B84	0.000	ULS-Set  B  (auto)/2	-259.56	-0.72	8.89	0.00	-4.12	1.28
B84	1.896+	ULS-Set  B  (auto)/2	-258.59	-0.72	0.21	0.00	4.50	-0.08
B84	3.791	ULS-Set  B  (auto)/2	-257.62	-0.72	-8.48	0.00	-3.34	-1.44
B85	3.808	ULS-Set  B  (auto)/1	-205.23	-0.18	-6.45	0.00	-2.65	-0.40
B85	0.000	ULS-Set  B  (auto)/2	-277.71	-0.24	8.83	0.00	-3.79	0.38
B85	1.904+	ULS-Set  B  (auto)/2	-277.38	-0.24	0.06	0.00	4.66	-0.08
B85	3.808	ULS-Set  B  (auto)/2	-277.06	-0.24	-8.71	0.00	-3.57	-0.54
B86	0.000	ULS-Set  B  (auto)/1	-204.54	0.18	6.45	0.00	-2.65	-0.40
B86	3.808	ULS-Set  B  (auto)/2	-276.78	0.24	-8.83	0.00	-3.80	0.38
B86	1.904-	ULS-Set  B  (auto)/2	-276.45	0.24	-0.06	0.00	4.66	-0.08
B86	0.000	ULS-Set  B  (auto)/2	-276.13	0.24	8.71	0.00	-3.57	-0.54
B87	0.000	ULS-Set  B  (auto)/1	-188.75	0.54	6.28	0.00	-2.47	-1.07
B87	3.791	ULS-Set  B  (auto)/2	-256.75	0.72	-8.89	0.00	-4.13	1.29
B87	1.896-	ULS-Set  B  (auto)/2	-255.78	0.72	-0.21	0.00	4.50	-0.08
B87	0.000	ULS-Set  B  (auto)/2	-254.81	0.72	8.48	0.00	-3.34	-1.45
B88	0.000	ULS-Set  B  (auto)/1	-157.12	0.89	6.11	0.00	-2.38	-1.70
B88	3.758	ULS-Set  B  (auto)/2	-215.30	1.20	-8.78	0.00	-4.21	2.21
B88	1.879-	ULS-Set  B  (auto)/2	-213.70	1.20	-0.26	0.00	4.29	-0.04
B88	0.000	ULS-Set  B  (auto)/2	-212.11	1.20	8.25	0.00	-3.21	-2.29
B89	0.000	ULS-Set  B  (auto)/1	-105.57	0.99	5.69	0.00	-2.14	-2.09
B89	3.710	ULS-Set  B  (auto)/2	-146.90	1.33	-8.84	0.00	-5.04	2.11
B89	1.649	ULS-Set  B  (auto)/2	-144.47	1.33	0.34	0.00	3.73	-0.63
B89	0.000	ULS-Set  B  (auto)/2	-142.52	1.33	7.69	0.00	-2.89	-2.82
B90	3.647	ULS-Set  B  (auto)/2	-48.71	4.04	-7.84	0.00	-2.16	7.74
B90	0.000	ULS-Set  B  (auto)/1	-32.01	3.00	5.96	0.00	-1.89	-5.19
B90	1.824+	ULS-Set  B  (auto)/2	-45.96	4.04	0.11	0.00	4.88	0.37
B90	0.000	ULS-Set  B  (auto)/2	-43.21	4.04	8.05	0.00	-2.56	-7.01
B91	3.439	ULS-Set  B  (auto)/1	-29.02	-4.62	-4.53	0.00	0.23	-7.49
B91	0.000	ULS-Set  B  (auto)/2	-44.55	-6.24	8.80	0.00	-4.32	11.36
B91	1.911	ULS-Set  B  (auto)/2	-41.57	-6.24	0.52	0.00	4.58	-0.57
B91	3.439	ULS-Set  B  (auto)/2	-39.18	-6.24	-6.11	0.00	0.30	-10.11
B92	3.492	ULS-Set  B  (auto)/1	-78.95	-1.63	-5.15	0.00	-1.43	-3.22
B92	0.000	ULS-Set  B  (auto)/2	-110.87	-2.21	8.56	0.00	-4.75	3.36
B92	1.940	ULS-Set  B  (auto)/2	-108.49	-2.21	-0.06	0.00	3.51	-0.92
B92	3.492	ULS-Set  B  (auto)/2	-106.58	-2.21	-6.95	0.00	-1.94	-4.35
B93	3.533	ULS-Set  B  (auto)/1	-112.85	-1.46	-5.40	0.00	-1.68	-2.65
B93	0.000	ULS-Set  B  (auto)/2	-155.47	-1.98	8.69	0.00	-4.74	3.41
B93	1.963	ULS-Set  B  (auto)/2	-153.74	-1.98	-0.19	0.00	3.61	-0.47
B93	3.533	ULS-Set  B  (auto)/2	-152.35	-1.98	-7.29	0.00	-2.26	-3.58
B94	3.561	ULS-Set  B  (auto)/1	-135.82	-0.90	-5.70	0.00	-1.94	-1.68
B94	0.000	ULS-Set  B  (auto)/2	-185.25	-1.21	8.60	0.00	-4.23	2.04
B94	1.780+	ULS-Set  B  (auto)/2	-184.30	-1.21	0.45	0.00	3.83	-0.11
B94	3.561	ULS-Set  B  (auto)/2	-183.35	-1.21	-7.70	0.00	-2.62	-2.27
B95	3.575	ULS-Set  B  (auto)/1	-148.14	-0.30	-5.99	0.00	-2.29	-0.61
B95	0.000	ULS-Set  B  (auto)/2	-200.63	-0.40	8.37	0.00	-3.60	0.60
B95	1.787+	ULS-Set  B  (auto)/2	-200.31	-0.40	0.14	0.00	4.01	-0.11
B95	3.575	ULS-Set  B  (auto)/2	-199.99	-0.40	-8.09	0.00	-3.10	-0.82
B96	0.000	ULS-Set  B  (auto)/1	-147.51	0.31	5.99	0.00	-2.28	-0.64
B96	3.575	ULS-Set  B  (auto)/2	-199.77	0.42	-8.38	0.00	-3.62	0.65
B96	1.787-	ULS-Set  B  (auto)/2	-199.45	0.42	-0.15	0.00	4.01	-0.11
B96	0.000	ULS-Set  B  (auto)/2	-199.13	0.42	8.08	0.00	-3.08	-0.87
B97	0.000	ULS-Set  B  (auto)/1	-134.02	0.92	5.70	0.00	-1.93	-1.71
B97	3.561	ULS-Set  B  (auto)/2	-182.82	1.24	-8.61	0.00	-4.25	2.09
B97	1.583	ULS-Set  B  (auto)/2	-181.77	1.24	0.44	0.00	3.83	-0.36
B97	0.000	ULS-Set  B  (auto)/2	-180.93	1.24	7.69	0.00	-2.60	-2.31
B98	0.000	ULS-Set  B  (auto)/1	-110.15	1.48	5.40	0.00	-1.67	-2.69
B98	3.533	ULS-Set  B  (auto)/2	-151.83	2.00	-8.70	0.00	-4.75	3.45
B98	1.570	ULS-Set  B  (auto)/2	-150.09	2.00	0.18	0.00	3.61	-0.48
B98	0.000	ULS-Set  B  (auto)/2	-148.71	2.00	7.28	0.00	-2.25	-3.63
B99	0.000	ULS-Set  B  (auto)/1	-75.25	1.65	5.14	0.00	-1.42	-3.25
B99	3.492	ULS-Set  B  (auto)/2	-105.87	2.23	-8.58	0.00	-4.79	3.41
B99	1.552	ULS-Set  B  (auto)/2	-103.49	2.23	0.04	0.00	3.50	-0.93
B99	0.000	ULS-Set  B  (auto)/2	-101.59	2.23	6.93	0.00	-1.91	-4.39
B100	0.000	ULS-Set  B  (auto)/1	-22.96	4.64	4.52	0.00	0.22	-7.52
B100	3.439	ULS-Set  B  (auto)/2	-36.36	6.27	-8.81	0.00	-4.35	11.41
B100	1.529	ULS-Set  B  (auto)/2	-33.38	6.27	-0.52	0.00	4.57	-0.57
B100	0.000	ULS-Set  B  (auto)/2	-31.00	6.27	6.11	0.00	0.30	-10.16
B101	3.182	ULS-Set  B  (auto)/1	-11.52	-4.10	-4.58	-0.01	-1.25	-6.42
B101	0.000	ULS-Set  B  (auto)/2	-20.76	-5.54	7.52	-0.01	-3.82	8.96
B101	1.591+	ULS-Set  B  (auto)/2	-18.16	-5.54	0.67	-0.01	2.70	0.15
B101	3.182	ULS-Set  B  (auto)/2	-15.55	-5.54	-6.19	-0.01	-1.69	-8.66
B102	3.223	ULS-Set  B  (auto)/1	-110.43	-0.97	-4.53	0.00	-1.76	-2.42
B102	0.000	ULS-Set  B  (auto)/2	-153.24	-1.31	8.15	0.00	-5.67	0.95
B102	2.014	ULS-Set  B  (auto)/2	-150.64	-1.31	-0.76	0.00	1.77	-1.68
B102	3.223	ULS-Set  B  (auto)/2	-149.08	-1.31	-6.11	0.00	-2.38	-3.26
B103	3.255	ULS-Set  B  (auto)/1	-193.64	-1.24	-4.91	0.00	-1.68	-2.24
B103	0.000	ULS-Set  B  (auto)/2	-264.44	-1.68	8.07	0.00	-4.62	2.45
B103	1.627+	ULS-Set  B  (auto)/2	-262.92	-1.68	0.72	0.00	2.53	-0.29
B103	3.255	ULS-Set  B  (auto)/2	-261.41	-1.68	-6.63	0.00	-2.27	-3.02
B104	3.276	ULS-Set  B  (auto)/1	-253.97	-0.71	-5.19	0.00	-1.67	-1.45
B104	0.000	ULS-Set  B  (auto)/2	-344.71	-0.96	7.99	0.00	-3.88	1.20
B104	1.638+	ULS-Set  B  (auto)/2	-343.79	-0.96	0.49	0.00	3.07	-0.38
B104	3.276	ULS-Set  B  (auto)/2	-342.87	-0.96	-7.00	0.00	-2.26	-1.96
B105	3.287	ULS-Set  B  (auto)/1	-284.90	-0.24	-5.50	0.00	-1.91	-0.66
B105	0.000	ULS-Set  B  (auto)/2	-385.24	-0.32	7.71	0.00	-3.05	0.18
B105	1.644+	ULS-Set  B  (auto)/2	-384.93	-0.32	0.14	0.00	3.40	-0.35
B105	3.287	ULS-Set  B  (auto)/2	-384.62	-0.32	-7.43	0.00	-2.58	-0.89
B106	0.000	ULS-Set  B  (auto)/1	-283.60	0.26	5.49	0.00	-1.90	-0.69
B106	3.287	ULS-Set  B  (auto)/2	-383.48	0.35	-7.72	0.00	-3.07	0.23
B106	1.644-	ULS-Set  B  (auto)/2	-383.17	0.35	-0.15	0.00	3.40	-0.35
B106	0.000	ULS-Set  B  (auto)/2	-382.86	0.35	7.42	0.00	-2.56	-0.93
B107	0.000	ULS-Set  B  (auto)/1	-250.16	0.73	5.17	0.00	-1.66	-1.49
B107	3.276	ULS-Set  B  (auto)/2	-339.55	0.99	-8.00	0.00	-3.91	1.24
B107	1.638-	ULS-Set  B  (auto)/2	-338.63	0.99	-0.51	0.00	3.06	-0.38
B107	0.000	ULS-Set  B  (auto)/2	-337.71	0.99	6.99	0.00	-2.24	-2.01
B108	0.000	ULS-Set  B  (auto)/1	-187.61	1.27	4.91	0.00	-1.68	-2.27
B108	3.255	ULS-Set  B  (auto)/2	-256.31	1.71	-8.07	0.00	-4.62	2.49
B108	1.627-	ULS-Set  B  (auto)/2	-254.79	1.71	-0.72	0.00	2.54	-0.29
B108	0.000	ULS-Set  B  (auto)/2	-253.28	1.71	6.62	0.00	-2.27	-3.07
B109	0.000	ULS-Set  B  (auto)/1	-102.95	0.99	4.48	0.00	-1.73	-2.45
B109	3.223	ULS-Set  B  (auto)/2	-143.13	1.33	-8.21	0.00	-5.81	0.98
B109	1.209	ULS-Set  B  (auto)/2	-140.54	1.33	0.71	0.00	1.75	-1.70
B109	0.000	ULS-Set  B  (auto)/2	-138.98	1.33	6.05	0.00	-2.34	-3.31
B110	0.000	ULS-Set  B  (auto)/1	-3.74	4.13	4.60	0.01	-1.33	-6.46
B110	3.182	ULS-Set  B  (auto)/2	-10.26	5.57	-7.50	0.01	-3.84	9.01
B110	1.591-	ULS-Set  B  (auto)/2	-7.65	5.57	-0.64	0.01	2.64	0.15
B110	0.000	ULS-Set  B  (auto)/2	-5.05	5.57	6.21	0.01	-1.79	-8.72
B111	3.021	ULS-Set  B  (auto)/1	-628.46	11.87	4.74	0.01	8.93	17.42
B111	0.000	ULS-Set  B  (auto)/2	-849.28	16.02	8.70	0.02	-10.76	-24.88
B111	3.021	ULS-Set  B  (auto)/2	-848.43	16.02	6.40	0.02	12.06	23.52
B112	3.059	ULS-Set  B  (auto)/1	-526.16	2.30	-0.72	0.01	1.49	5.58
B112	3.059	ULS-Set  B  (auto)/2	-710.32	3.11	-0.97	0.01	2.01	7.54
B112	0.000	ULS-Set  B  (auto)/1	-526.66	2.30	1.05	0.01	0.99	-1.46
B112	1.912	ULS-Set  B  (auto)/2	-710.57	3.11	-0.08	0.01	2.62	3.97
B112	0.000	ULS-Set  B  (auto)/2	-711.00	3.11	1.42	0.01	1.34	-1.97
B113	3.088	ULS-Set  B  (auto)/1	-426.52	3.09	0.75	0.00	2.67	5.11
B113	0.000	ULS-Set  B  (auto)/2	-576.29	4.17	3.47	0.00	-3.33	-5.98
B113	3.088	ULS-Set  B  (auto)/2	-575.80	4.17	1.02	0.00	3.60	6.89
B114	3.108	ULS-Set  B  (auto)/1	-354.39	1.67	-0.19	0.00	2.22	3.12
B114	3.108	ULS-Set  B  (auto)/2	-478.43	2.25	-0.26	0.00	2.99	4.21
B114	2.719	ULS-Set  B  (auto)/2	-478.47	2.25	0.05	0.00	3.03	3.34
B114	0.000	ULS-Set  B  (auto)/2	-478.73	2.25	2.25	0.00	-0.10	-2.79
B115	3.118	ULS-Set  B  (auto)/1	-316.39	0.58	-0.67	0.00	1.73	1.37
B115	3.118	ULS-Set  B  (auto)/2	-427.13	0.78	-0.90	0.00	2.34	1.85
B115	0.000	ULS-Set  B  (auto)/1	-316.47	0.58	1.21	0.00	0.90	-0.42
B115	1.948	ULS-Set  B  (auto)/2	-427.17	0.78	0.05	0.00	2.84	0.94
B115	0.000	ULS-Set  B  (auto)/2	-427.23	0.78	1.63	0.00	1.21	-0.57
B116	0.000	ULS-Set  B  (auto)/2	-425.37	-0.77	0.91	0.00	2.33	1.83
B116	0.000	ULS-Set  B  (auto)/1	-315.09	-0.57	0.67	0.00	1.73	1.36
B116	3.118	ULS-Set  B  (auto)/1	-315.16	-0.57	-1.20	0.00	0.90	-0.41
B116	1.169	ULS-Set  B  (auto)/2	-425.41	-0.77	-0.04	0.00	2.84	0.94
B116	3.118	ULS-Set  B  (auto)/2	-425.47	-0.77	-1.62	0.00	1.22	-0.55
B117	0.000	ULS-Set  B  (auto)/2	-473.22	-2.24	0.26	0.00	2.98	4.19
B117	0.000	ULS-Set  B  (auto)/1	-350.54	-1.66	0.19	0.00	2.21	3.11
B117	0.388	ULS-Set  B  (auto)/2	-473.26	-2.24	-0.05	0.00	3.02	3.32
B117	3.108	ULS-Set  B  (auto)/2	-473.53	-2.24	-2.24	0.00	-0.09	-2.77
B118	0.000	ULS-Set  B  (auto)/2	-567.53	-4.16	-1.00	0.00	3.59	6.87
B118	0.000	ULS-Set  B  (auto)/1	-420.39	-3.08	-0.74	0.00	2.66	5.09
B118	3.088	ULS-Set  B  (auto)/2	-568.02	-4.16	-3.46	0.00	-3.30	-5.96
B119	0.000	ULS-Set  B  (auto)/2	-699.80	-3.08	0.96	-0.01	2.03	7.50
B119	0.000	ULS-Set  B  (auto)/1	-518.37	-2.29	0.71	-0.01	1.50	5.56
B119	3.059	ULS-Set  B  (auto)/1	-518.88	-2.29	-1.06	-0.01	0.97	-1.43
B119	1.147	ULS-Set  B  (auto)/2	-700.06	-3.08	0.06	-0.01	2.61	3.96
B119	3.059	ULS-Set  B  (auto)/2	-700.48	-3.08	-1.43	-0.01	1.31	-1.94
B120	0.000	ULS-Set  B  (auto)/2	-837.34	-16.00	-6.38	-0.02	12.00	23.50
B120	0.000	ULS-Set  B  (auto)/1	-620.25	-11.85	-4.72	-0.01	8.89	17.40
B120	3.021	ULS-Set  B  (auto)/2	-838.20	-16.00	-8.68	-0.02	-10.74	-24.84
B121	3.277	ULS-Set  B  (auto)/1	51.32	11.74	4.35	0.01	9.14	18.15
B121	0.000	ULS-Set  B  (auto)/1	50.66	11.74	6.21	0.01	-8.17	-20.31
B121	0.000	ULS-Set  B  (auto)/2	68.40	15.84	8.38	0.01	-11.03	-27.42
B121	3.277	ULS-Set  B  (auto)/2	69.29	15.84	5.88	0.01	12.34	24.51
B122	3.328	ULS-Set  B  (auto)/1	110.14	4.12	0.14	0.00	3.44	7.55
B122	0.000	ULS-Set  B  (auto)/1	109.62	4.12	2.07	0.00	-0.24	-6.16
B122	0.000	ULS-Set  B  (auto)/2	147.98	5.56	2.79	0.01	-0.32	-8.31
B122	3.328	ULS-Set  B  (auto)/2	148.69	5.56	0.19	0.01	4.65	10.19
B123	3.367	ULS-Set  B  (auto)/1	148.33	3.48	0.39	0.00	3.22	5.95
B123	0.000	ULS-Set  B  (auto)/1	147.94	3.48	2.38	0.00	-1.44	-5.76
B123	0.000	ULS-Set  B  (auto)/2	199.72	4.69	3.21	0.00	-1.95	-7.78
B123	3.367	ULS-Set  B  (auto)/2	200.24	4.69	0.53	0.00	4.35	8.03
B124	3.394	ULS-Set  B  (auto)/2	235.92	2.81	-0.33	0.00	3.42	4.93
B124	0.000	ULS-Set  B  (auto)/1	174.53	2.08	1.78	0.00	-0.08	-3.42
B124	2.970	ULS-Set  B  (auto)/2	235.89	2.81	0.01	0.00	3.48	3.74
B124	0.000	ULS-Set  B  (auto)/2	235.61	2.81	2.41	0.00	-0.11	-4.61
B125	3.408	ULS-Set  B  (auto)/2	255.66	0.93	-1.03	0.00	2.43	1.75
B125	0.000	ULS-Set  B  (auto)/1	189.30	0.69	1.28	0.00	0.92	-1.05
B125	2.130	ULS-Set  B  (auto)/2	255.62	0.93	0.00	0.00	3.09	0.56
B125	0.000	ULS-Set  B  (auto)/2	255.56	0.93	1.73	0.00	1.24	-1.42
B126	0.000	ULS-Set  B  (auto)/2	256.51	-0.92	1.03	0.00	2.42	1.74
B126	3.408	ULS-Set  B  (auto)/1	189.93	-0.68	-1.28	0.00	0.92	-1.04
B126	1.278	ULS-Set  B  (auto)/2	256.47	-0.92	0.00	0.00	3.08	0.56
B126	3.408	ULS-Set  B  (auto)/2	256.41	-0.92	-1.73	0.00	1.24	-1.41
B127	3.394	ULS-Set  B  (auto)/1	176.29	-2.08	-1.78	0.00	-0.08	-3.41
B127	0.000	ULS-Set  B  (auto)/2	238.31	-2.81	0.33	0.00	3.41	4.92
B127	0.424	ULS-Set  B  (auto)/2	238.27	-2.81	-0.01	0.00	3.48	3.73
B127	3.394	ULS-Set  B  (auto)/2	238.00	-2.81	-2.40	0.00	-0.10	-4.60
B128	3.367	ULS-Set  B  (auto)/1	150.57	-3.47	-2.39	0.00	-1.46	-5.75
B128	0.000	ULS-Set  B  (auto)/2	203.78	-4.69	-0.54	0.00	4.35	8.02
B128	0.000	ULS-Set  B  (auto)/1	150.95	-3.47	-0.40	0.00	3.22	5.94
B128	3.367	ULS-Set  B  (auto)/2	203.26	-4.69	-3.22	0.00	-1.98	-7.76
B129	3.328	ULS-Set  B  (auto)/1	113.20	-4.11	-2.05	0.00	-0.19	-6.15
B129	0.000	ULS-Set  B  (auto)/2	153.52	-5.55	-0.16	-0.01	4.60	10.18
B129	0.000	ULS-Set  B  (auto)/1	113.72	-4.11	-0.12	0.00	3.41	7.54
B129	3.328	ULS-Set  B  (auto)/2	152.81	-5.55	-2.76	-0.01	-0.26	-8.30
B130	3.277	ULS-Set  B  (auto)/1	56.92	-11.73	-6.22	-0.01	-8.16	-20.31
B130	0.000	ULS-Set  B  (auto)/2	77.73	-15.84	-5.89	-0.01	12.38	24.50
B130	0.000	ULS-Set  B  (auto)/1	57.58	-11.73	-4.36	-0.01	9.17	18.15
B130	3.277	ULS-Set  B  (auto)/2	76.84	-15.84	-8.39	-0.01	-11.02	-27.41
B131	3.485	ULS-Set  B  (auto)/1	59.22	6.23	1.11	0.00	4.13	10.51
B131	0.000	ULS-Set  B  (auto)/1	58.54	6.23	3.09	0.00	-3.18	-11.20
B131	0.000	ULS-Set  B  (auto)/2	79.03	8.41	4.17	0.00	-4.29	-15.13
B131	3.485	ULS-Set  B  (auto)/2	79.95	8.41	1.49	0.00	5.58	14.19
B132	3.546	ULS-Set  B  (auto)/2	197.41	3.03	-0.60	0.00	3.15	6.02
B132	0.000	ULS-Set  B  (auto)/1	145.69	2.24	1.62	0.00	0.24	-3.50
B132	2.758	ULS-Set  B  (auto)/2	197.25	3.03	0.02	0.00	3.37	3.63
B132	0.000	ULS-Set  B  (auto)/2	196.68	3.03	2.19	0.00	0.33	-4.72
B133	3.594	ULS-Set  B  (auto)/2	274.80	2.61	-0.64	0.00	3.17	4.80
B133	0.000	ULS-Set  B  (auto)/1	203.16	1.94	1.65	0.00	0.24	-3.41
B133	2.795	ULS-Set  B  (auto)/2	274.68	2.61	-0.01	0.00	3.42	2.71
B133	0.000	ULS-Set  B  (auto)/2	274.26	2.61	2.23	0.00	0.32	-4.60
B134	3.626	ULS-Set  B  (auto)/2	322.88	1.58	-1.00	0.00	2.89	3.00
B134	0.000	ULS-Set  B  (auto)/1	238.93	1.17	1.42	0.00	0.91	-2.01
B134	2.418	ULS-Set  B  (auto)/2	322.77	1.58	-0.03	0.00	3.51	1.09
B134	0.000	ULS-Set  B  (auto)/2	322.55	1.58	1.92	0.00	1.23	-2.72
B135	3.643	ULS-Set  B  (auto)/2	346.58	0.53	-1.33	0.00	2.48	1.10
B135	0.000	ULS-Set  B  (auto)/1	256.65	0.39	1.21	0.00	1.43	-0.61
B135	2.024	ULS-Set  B  (auto)/2	346.54	0.53	-0.01	0.00	3.56	0.25
B135	0.000	ULS-Set  B  (auto)/2	346.48	0.53	1.63	0.00	1.92	-0.82
B136	0.000	ULS-Set  B  (auto)/2	347.60	-0.53	1.32	0.00	2.48	1.11
