

 1D internal forces





Type Name	Name	1D internal forces
1D internal forces	1D internal forces	See table 1

Table 1
Type Name	1D internal forces
1D internal forces	Linear calculation  Combination: ULS-Set B (auto)  Coordinate system: Principal  Extreme 1D: Member  Selection: All    See table 2

Table 2
Name	dx  [m]	Case	N  [kN]	V_{y}  [kN]	V_{z}  [kN]	M_{x}  [kNm]	M_{y}  [kNm]	M_{z}  [kNm]
B279	2.060	1	ULS-Set  B  (auto)/1	0.7	0.0	0.7
B279	3.777	5	ULS-Set  B  (auto)/2	0.0	-38.9	38.9
B280	1.305	7	ULS-Set  B  (auto)/1	0.5	0.0	0.5
B280	2.936	3	ULS-Set  B  (auto)/2	0.0	-22.6	22.6
B281	2.506	3	ULS-Set  B  (auto)/1	0.2	0.0	0.2
B281	0.000	7	ULS-Set  B  (auto)/2	25.5	0.0	25.5
B282	0.666	6	ULS-Set  B  (auto)/1	0.8	-0.1	0.9
B282	1.999	5	ULS-Set  B  (auto)/2	0.0	-71.3	71.3
B283	0.899+	7	ULS-Set  B  (auto)/1	0.0	-0.2	0.2
B283	0.000	5	ULS-Set  B  (auto)/2	0.0	-86.0	86.0
B284	1.412	7	ULS-Set  B  (auto)/1	0.1	0.0	0.1
B284	0.000	3	ULS-Set  B  (auto)/2	0.0	-45.3	45.3
B285	1.477	1	ULS-Set  B  (auto)/1	0.4	0.0	0.4
B285	0.000	1	ULS-Set  B  (auto)/2	44.4	0.0	44.4
B286	1.402	3	ULS-Set  B  (auto)/1	0.6	0.0	0.6
B286	2.104	1	ULS-Set  B  (auto)/2	34.4	0.0	34.4
B287	0.730	5	ULS-Set  B  (auto)/1	0.0	-0.2	0.2
B287	2.555	5	ULS-Set  B  (auto)/2	0.0	-37.6	37.6
B288	1.045+	7	ULS-Set  B  (auto)/1	0.0	-0.4	0.4
B288	0.000	5	ULS-Set  B  (auto)/2	0.0	-24.4	24.4
B289	1.068	1	ULS-Set  B  (auto)/1	0.0	0.0	0.0
B289	0.000	3	ULS-Set  B  (auto)/2	0.0	-40.0	40.0
B290	1.398+	1	ULS-Set  B  (auto)/1	0.1	0.0	0.1
B290	2.796	3	ULS-Set  B  (auto)/2	0.0	-22.9	22.9
B291	1.353+	7	ULS-Set  B  (auto)/1	0.0	-0.2	0.2
B291	0.000	5	ULS-Set  B  (auto)/2	0.0	-19.8	19.8
B292	3.303	7	ULS-Set  B  (auto)/1	0.0	0.0	0.0
B292	4.954	5	ULS-Set  B  (auto)/2	0.0	-27.1	27.1
B293	0.345	5	ULS-Set  B  (auto)/1	0.1	0.0	0.1
B293	3.447	5	ULS-Set  B  (auto)/2	0.0	-24.4	24.4
B294	1.199	1	ULS-Set  B  (auto)/1	2.1	0.0	2.1
B294	0.000	1	ULS-Set  B  (auto)/2	0.0	-96.2	96.2
B295	2.091	7	ULS-Set  B  (auto)/1	3.6	0.0	3.6
B295	0.000	7	ULS-Set  B  (auto)/2	0.0	-110.6	110.6
B296	0.570-	3	ULS-Set  B  (auto)/1	0.2	0.0	0.2
B296	0.000	7	ULS-Set  B  (auto)/2	136.0	0.0	136.0
B297	1.365	3	ULS-Set  B  (auto)/1	0.0	-0.1	0.1
B297	0.000	7	ULS-Set  B  (auto)/2	0.0	-114.0	114.0
B298	2.336	5	ULS-Set  B  (auto)/1	0.0	-0.2	0.2
B298	3.671	3	ULS-Set  B  (auto)/2	0.0	-39.8	39.8
B299	0.504-	7	ULS-Set  B  (auto)/1	0.0	-2.8	2.8
B299	1.008	1	ULS-Set  B  (auto)/2	74.7	0.0	74.7
B300	1.412	6	ULS-Set  B  (auto)/1	1.4	-0.1	1.4
B300	0.000	5	ULS-Set  B  (auto)/2	0.0	-61.5	61.5
B301	2.816	6	ULS-Set  B  (auto)/1	0.6	0.0	0.6
B301	2.816	1	ULS-Set  B  (auto)/2	8.4	0.0	8.4
B302	1.378	3	ULS-Set  B  (auto)/1	0.0	-0.1	0.1
B302	0.000	3	ULS-Set  B  (auto)/2	0.0	-19.6	19.6
B303	0.000	7	ULS-Set  B  (auto)/1	0.3	0.0	0.3
B303	3.114	3	ULS-Set  B  (auto)/2	0.0	-33.9	33.9
B304	1.292	3	ULS-Set  B  (auto)/1	0.5	0.0	0.5
B304	0.000	5	ULS-Set  B  (auto)/2	0.0	-26.3	26.3
B305	0.346	5	ULS-Set  B  (auto)/1	0.5	0.0	0.5
B305	0.000	3	ULS-Set  B  (auto)/2	0.0	-26.7	26.7
B306	0.971+	2	ULS-Set  B  (auto)/1	0.6	-0.5	0.9
B306	0.000	5	ULS-Set  B  (auto)/2	0.0	-36.1	36.1
B307	1.073	1	ULS-Set  B  (auto)/1	0.0	-0.2	0.2
B307	2.860	5	ULS-Set  B  (auto)/2	0.0	-58.9	58.9
B308	1.434	2	ULS-Set  B  (auto)/1	0.0	-0.1	0.1
B308	2.151	5	ULS-Set  B  (auto)/2	0.0	-33.6	33.6
B309	0.091+	1	ULS-Set  B  (auto)/1	0.9	0.0	0.9
B309	0.182	3	ULS-Set  B  (auto)/2	0.0	-30.9	30.9
B310	2.586	6	ULS-Set  B  (auto)/1	0.0	0.0	0.0
B310	4.525	1	ULS-Set  B  (auto)/2	20.2	0.0	20.2
B311	1.790	7	ULS-Set  B  (auto)/1	0.2	0.0	0.2
B311	2.865	5	ULS-Set  B  (auto)/2	0.0	-21.4	21.4
B312	0.000	3	ULS-Set  B  (auto)/1	0.1	0.0	0.1
B312	0.000	5	ULS-Set  B  (auto)/2	0.0	-45.7	45.7
B313	1.599-	6	ULS-Set  B  (auto)/1	0.2	-0.2	0.4
B313	0.000	3	ULS-Set  B  (auto)/2	0.0	-35.4	35.4
B314	0.418-	7	ULS-Set  B  (auto)/1	2.4	0.0	2.4
B314	0.835	3	ULS-Set  B  (auto)/2	0.0	-36.8	36.8
B315	2.032	5	ULS-Set  B  (auto)/1	0.0	0.0	0.0
B315	3.725	7	ULS-Set  B  (auto)/2	18.2	0.0	18.2
B316	2.345	7	ULS-Set  B  (auto)/1	0.0	-0.5	0.5
B316	3.686	1	ULS-Set  B  (auto)/2	29.6	0.0	29.6
B317	1.330-	5	ULS-Set  B  (auto)/1	0.2	0.0	0.2
B317	2.659	3	ULS-Set  B  (auto)/2	0.0	-21.3	21.3
B318	0.363	5	ULS-Set  B  (auto)/1	0.0	0.0	0.0
B318	2.176	5	ULS-Set  B  (auto)/2	0.0	-44.7	44.7
B319	2.648	1	ULS-Set  B  (auto)/1	0.0	-0.1	0.1
B319	2.979	5	ULS-Set  B  (auto)/2	0.0	-14.3	14.3
B320	1.665	6	ULS-Set  B  (auto)/1	0.0	-0.3	0.3
B320	2.331	3	ULS-Set  B  (auto)/2	0.0	-25.5	25.5
B321	1.629	6	ULS-Set  B  (auto)/1	0.0	-0.1	0.1
B321	0.000	5	ULS-Set  B  (auto)/2	0.0	-12.4	12.4
B322	2.453	7	ULS-Set  B  (auto)/1	0.0	0.0	0.0
B322	3.154	5	ULS-Set  B  (auto)/2	0.0	-19.6	19.6
B323	0.000	7	ULS-Set  B  (auto)/1	0.7	0.0	0.7
B323	1.463	3	ULS-Set  B  (auto)/2	0.0	-34.5	34.5
B324	0.000	5	ULS-Set  B  (auto)/1	0.0	-0.6	0.6
B324	1.065	5	ULS-Set  B  (auto)/2	0.0	-19.9	19.9
B325	0.649	6	ULS-Set  B  (auto)/1	0.0	-0.1	0.1
B325	2.921	5	ULS-Set  B  (auto)/2	0.0	-20.3	20.3
B326	2.370	5	ULS-Set  B  (auto)/1	0.0	-0.3	0.3
B326	0.000	1	ULS-Set  B  (auto)/2	0.0	-36.9	36.9
B327	0.257	8	ULS-Set  B  (auto)/1	7.5	-1.4	8.3
B327	0.000	3	ULS-Set  B  (auto)/2	0.0	-57.2	57.2
B328	1.017-	7	ULS-Set  B  (auto)/1	0.0	-0.6	0.6
B328	2.033	5	ULS-Set  B  (auto)/2	0.0	-68.2	68.2
B329	1.297	3	ULS-Set  B  (auto)/1	0.0	0.0	0.0
B329	3.242	1	ULS-Set  B  (auto)/2	0.0	-40.2	40.2
B330	2.588	7	ULS-Set  B  (auto)/1	0.0	-0.2	0.2
B330	2.911	5	ULS-Set  B  (auto)/2	0.0	-23.8	23.8
B331	0.676	7	ULS-Set  B  (auto)/1	0.4	0.0	0.4
B331	0.000	5	ULS-Set  B  (auto)/2	0.0	-26.0	26.0
B332	0.715-	2	ULS-Set  B  (auto)/1	0.1	-0.4	0.4
B332	0.000	5	ULS-Set  B  (auto)/2	0.0	-29.6	29.6
B333	1.084-	6	ULS-Set  B  (auto)/1	0.1	-1.1	1.2
B333	0.000	3	ULS-Set  B  (auto)/2	0.0	-36.5	36.5
B334	1.030	1	ULS-Set  B  (auto)/1	0.0	-0.1	0.1
B334	0.000	5	ULS-Set  B  (auto)/2	0.0	-31.4	31.4
B335	0.334	3	ULS-Set  B  (auto)/1	0.0	-0.1	0.1
B335	3.342	7	ULS-Set  B  (auto)/2	11.8	0.0	11.8
B336	3.579	7	ULS-Set  B  (auto)/1	0.0	0.0	0.0
B336	0.000	3	ULS-Set  B  (auto)/2	0.0	-18.6	18.6
B337	1.979+	6	ULS-Set  B  (auto)/1	0.3	0.0	0.3
B337	3.958	1	ULS-Set  B  (auto)/2	17.1	0.0	17.1
B338	4.188	2	ULS-Set  B  (auto)/1	0.0	-0.1	0.1
B338	4.188	5	ULS-Set  B  (auto)/2	0.0	-14.0	14.0
B339	1.414+	1	ULS-Set  B  (auto)/1	0.0	-0.6	0.6
B339	0.000	3	ULS-Set  B  (auto)/2	0.0	-44.3	44.3
B340	1.696	3	ULS-Set  B  (auto)/1	0.1	0.0	0.1
B340	0.000	5	ULS-Set  B  (auto)/2	0.0	-31.8	31.8
B341	1.454	2	ULS-Set  B  (auto)/1	0.1	-0.4	0.5
B341	0.000	5	ULS-Set  B  (auto)/2	0.0	-43.0	43.0
B342	0.716	7	ULS-Set  B  (auto)/1	0.8	0.0	0.8
B342	2.148	3	ULS-Set  B  (auto)/2	0.0	-36.6	36.6
B343	2.051	1	ULS-Set  B  (auto)/1	0.0	-0.1	0.1
B343	0.000	3	ULS-Set  B  (auto)/2	0.0	-39.4	39.4
B344	0.106-	3	ULS-Set  B  (auto)/1	1.6	0.0	1.6
B344	0.211	5	ULS-Set  B  (auto)/2	0.0	-25.1	25.1
B345	0.667	5	ULS-Set  B  (auto)/1	0.1	0.0	0.1
B345	0.000	3	ULS-Set  B  (auto)/2	0.0	-29.6	29.6
B346	0.330	5	ULS-Set  B  (auto)/1	0.0	-0.1	0.1
B346	0.000	3	ULS-Set  B  (auto)/2	0.0	-24.8	24.8
B347	1.782	2	ULS-Set  B  (auto)/1	0.0	0.0	0.0
B347	2.852	5	ULS-Set  B  (auto)/2	0.0	-24.3	24.3
B348	2.514	2	ULS-Set  B  (auto)/1	0.2	0.0	0.2
B348	2.514	5	ULS-Set  B  (auto)/2	0.0	-19.6	19.6
B349	2.737	7	ULS-Set  B  (auto)/1	0.0	-0.1	0.1
B349	3.764	5	ULS-Set  B  (auto)/2	0.0	-29.1	29.1
B350	1.752	1	ULS-Set  B  (auto)/1	0.0	-0.2	0.2
B350	3.154	3	ULS-Set  B  (auto)/2	0.0	-55.4	55.4
B351	3.156	7	ULS-Set  B  (auto)/1	0.0	0.0	0.0
B351	0.000	5	ULS-Set  B  (auto)/2	0.0	-17.9	17.9
B352	3.111	6	ULS-Set  B  (auto)/1	0.1	-0.1	0.1
B352	4.148	1	ULS-Set  B  (auto)/2	23.0	0.0	23.0
B353	0.770+	7	ULS-Set  B  (auto)/1	0.0	-0.8	0.8
B353	0.000	5	ULS-Set  B  (auto)/2	0.0	-55.9	55.9
B354	0.709	1	ULS-Set  B  (auto)/1	0.8	0.0	0.8
B354	2.128	5	ULS-Set  B  (auto)/2	0.0	-44.3	44.3
B355	4.428	4	ULS-Set  B  (auto)/1	0.1	-0.1	0.2
B355	0.000	1	ULS-Set  B  (auto)/2	25.4	0.0	25.4
B356	0.721	3	ULS-Set  B  (auto)/1	0.0	-0.4	0.4
B356	2.884	3	ULS-Set  B  (auto)/2	0.0	-40.3	40.3
B357	0.348	1	ULS-Set  B  (auto)/1	0.0	-0.4	0.4
B357	2.085	5	ULS-Set  B  (auto)/2	0.0	-33.2	33.2
B358	0.000	3	ULS-Set  B  (auto)/1	0.2	0.0	0.2
B358	4.355	3	ULS-Set  B  (auto)/2	0.0	-28.6	28.6
B359	0.337	6	ULS-Set  B  (auto)/1	0.3	-0.2	0.5
B359	0.000	3	ULS-Set  B  (auto)/2	0.0	-19.5	19.5
B360	1.786	5	ULS-Set  B  (auto)/1	0.0	-1.0	1.0
B360	0.000	7	ULS-Set  B  (auto)/2	0.0	-86.9	86.9
B361	2.735	3	ULS-Set  B  (auto)/1	0.7	0.0	0.7
B361	4.102	7	ULS-Set  B  (auto)/2	0.0	-120.9	120.9
B362	1.944	2	ULS-Set  B  (auto)/1	0.0	-0.2	0.2
B362	0.000	7	ULS-Set  B  (auto)/2	54.8	0.0	54.8
B363	0.996	7	ULS-Set  B  (auto)/1	0.6	0.0	0.6
B363	4.314	3	ULS-Set  B  (auto)/2	0.0	-32.4	32.4
B364	1.702	7	ULS-Set  B  (auto)/1	0.0	0.0	0.0
B364	0.000	5	ULS-Set  B  (auto)/2	0.0	-42.6	42.6
B365	1.022	5	ULS-Set  B  (auto)/1	0.0	-1.3	1.3
B365	0.000	5	ULS-Set  B  (auto)/2	53.1	0.0	53.1
B366	1.706	7	ULS-Set  B  (auto)/1	0.0	-1.0	1.0
B366	0.000	7	ULS-Set  B  (auto)/2	56.8	0.0	56.8
B367	4.664	5	ULS-Set  B  (auto)/1	0.0	-1.3	1.3
B367	4.664	1	ULS-Set  B  (auto)/2	0.0	-31.8	31.8
B368	0.638-	7	ULS-Set  B  (auto)/1	0.0	-5.3	5.3
B368	1.276	1	ULS-Set  B  (auto)/2	86.4	0.0	86.4
B369	2.125	3	ULS-Set  B  (auto)/1	0.0	-0.3	0.3
B369	3.187	5	ULS-Set  B  (auto)/2	0.0	-32.8	32.8
B370	0.698	7	ULS-Set  B  (auto)/1	0.0	-0.5	0.5
B370	2.793	3	ULS-Set  B  (auto)/2	0.0	-33.7	33.7
B371	0.340	5	ULS-Set  B  (auto)/1	1.0	0.0	1.0
B371	2.039	5	ULS-Set  B  (auto)/2	0.0	-60.1	60.1
B372	0.662+	1	ULS-Set  B  (auto)/1	1.2	0.0	1.2
B372	0.000	5	ULS-Set  B  (auto)/2	0.0	-80.8	80.8
B373	2.906	6	ULS-Set  B  (auto)/1	0.3	0.0	0.3
B373	0.000	3	ULS-Set  B  (auto)/2	0.0	-23.6	23.6
B374	0.690	7	ULS-Set  B  (auto)/1	0.0	-0.5	0.5
B374	1.726	5	ULS-Set  B  (auto)/2	0.0	-45.2	45.2
B375	0.011	7	ULS-Set  B  (auto)/1	0.0	0.0	0.0
B375	0.011	4	ULS-Set  B  (auto)/2	5.5	-16.9	20.2
B376	1.336	1	ULS-Set  B  (auto)/1	0.1	0.0	0.1
B376	4.341	3	ULS-Set  B  (auto)/2	0.0	-37.6	37.6
B377	2.039	3	ULS-Set  B  (auto)/1	0.1	0.0	0.1
B377	0.000	1	ULS-Set  B  (auto)/2	29.6	0.0	29.6
B378	4.115	5	ULS-Set  B  (auto)/1	0.0	-0.2	0.2
B378	4.115	1	ULS-Set  B  (auto)/2	0.0	-10.8	10.8
B379	0.000	1	ULS-Set  B  (auto)/1	0.0	-3.7	3.7
B379	0.057	7	ULS-Set  B  (auto)/2	28.6	0.0	28.6
B380	0.648	6	ULS-Set  B  (auto)/1	0.0	-0.2	0.2
B380	3.238	3	ULS-Set  B  (auto)/2	0.0	-15.2	15.2
B381	1.034-	6	ULS-Set  B  (auto)/1	0.1	-0.4	0.5
B381	2.067	5	ULS-Set  B  (auto)/2	0.0	-25.9	25.9
B382	2.977	2	ULS-Set  B  (auto)/1	0.1	-0.1	0.2
B382	3.308	5	ULS-Set  B  (auto)/2	0.0	-19.1	19.1
B383	0.845	5	ULS-Set  B  (auto)/1	0.7	0.0	0.7
B383	0.845	3	ULS-Set  B  (auto)/2	0.0	-31.1	31.1
B384	0.991	6	ULS-Set  B  (auto)/1	0.1	-0.2	0.3
B384	2.312	1	ULS-Set  B  (auto)/2	11.2	0.0	11.2
B385	1.025-	1	ULS-Set  B  (auto)/1	0.3	0.0	0.3
B385	2.050	5	ULS-Set  B  (auto)/2	0.0	-38.5	38.5
B386	2.677	5	ULS-Set  B  (auto)/1	0.2	0.0	0.2
B386	0.000	1	ULS-Set  B  (auto)/2	34.4	0.0	34.4
B387	2.278	3	ULS-Set  B  (auto)/1	0.2	0.0	0.2
B387	0.000	3	ULS-Set  B  (auto)/2	0.0	-57.5	57.5
B388	0.736-	3	ULS-Set  B  (auto)/1	0.0	-0.5	0.5
B388	0.000	5	ULS-Set  B  (auto)/2	0.0	-68.7	68.7
B389	0.971	3	ULS-Set  B  (auto)/1	0.5	0.0	0.5
B389	2.914	5	ULS-Set  B  (auto)/2	42.2	0.0	42.2
B390	0.000	7	ULS-Set  B  (auto)/1	0.0	-0.4	0.4
B390	0.000	5	ULS-Set  B  (auto)/2	0.0	-27.7	27.7
B391	1.626	6	ULS-Set  B  (auto)/1	0.0	-0.1	0.1
B391	2.928	3	ULS-Set  B  (auto)/2	0.0	-27.9	27.9
B392	2.239	3	ULS-Set  B  (auto)/1	0.0	-0.1	0.1
B392	0.000	3	ULS-Set  B  (auto)/2	0.0	-14.4	14.4
B393	0.000	1	ULS-Set  B  (auto)/1	0.0	-0.2	0.2
B393	0.000	3	ULS-Set  B  (auto)/2	0.0	-25.5	25.5
B394	2.299	7	ULS-Set  B  (auto)/1	0.0	-0.3	0.3
B394	3.612	5	ULS-Set  B  (auto)/2	0.0	-27.8	27.8
B395	1.618	7	ULS-Set  B  (auto)/1	0.0	-0.4	0.4
B395	0.000	3	ULS-Set  B  (auto)/2	0.0	-51.6	51.6
B396	1.621	1	ULS-Set  B  (auto)/1	0.2	0.0	0.2
B396	6.486	1	ULS-Set  B  (auto)/2	0.0	-93.0	93.0
B397	1.941-	5	ULS-Set  B  (auto)/1	2.4	0.0	2.4
B397	3.882	3	ULS-Set  B  (auto)/2	0.0	-98.9	98.9
B398	0.748-	2	ULS-Set  B  (auto)/1	0.0	-0.3	0.3
B398	0.000	5	ULS-Set  B  (auto)/2	0.0	-29.4	29.4
B399	3.422	1	ULS-Set  B  (auto)/1	0.0	-0.1	0.1
B399	0.000	5	ULS-Set  B  (auto)/2	0.0	-16.8	16.8
B400	1.097	1	ULS-Set  B  (auto)/1	0.0	-0.4	0.4
B400	0.000	5	ULS-Set  B  (auto)/2	0.0	-52.7	52.7
B401	0.650	5	ULS-Set  B  (auto)/1	0.0	-0.2	0.2
B401	0.000	3	ULS-Set  B  (auto)/2	0.0	-20.7	20.7
B402	0.322	3	ULS-Set  B  (auto)/1	0.7	0.0	0.7
B402	0.000	5	ULS-Set  B  (auto)/2	0.0	-48.2	48.2
B403	1.795+	6	ULS-Set  B  (auto)/1	0.1	0.0	0.1
B403	3.590	1	ULS-Set  B  (auto)/2	26.6	0.0	26.6
B404	1.402-	6	ULS-Set  B  (auto)/1	0.1	0.0	0.1
B404	2.803	3	ULS-Set  B  (auto)/2	0.0	-42.4	42.4
B405	2.680	6	ULS-Set  B  (auto)/1	0.1	-0.2	0.3
B405	0.000	5	ULS-Set  B  (auto)/2	0.0	-28.3	28.3
B406	0.000	7	ULS-Set  B  (auto)/1	0.6	0.0	0.6
B406	0.860	3	ULS-Set  B  (auto)/2	0.0	-29.0	29.0
B407	0.000	5	ULS-Set  B  (auto)/1	0.2	0.0	0.2
B407	0.000	3	ULS-Set  B  (auto)/2	0.0	-34.0	34.0
B408	2.611	2	ULS-Set  B  (auto)/1	0.0	-0.1	0.1
B408	2.611	5	ULS-Set  B  (auto)/2	0.0	-21.3	21.3
B409	1.457	6	ULS-Set  B  (auto)/1	0.5	0.0	0.5
B409	0.000	5	ULS-Set  B  (auto)/2	0.0	-13.8	13.8
B410	1.131+	6	ULS-Set  B  (auto)/1	0.2	0.0	0.2
B410	0.000	3	ULS-Set  B  (auto)/2	0.0	-28.4	28.4
B411	0.786	2	ULS-Set  B  (auto)/1	0.1	-0.4	0.4
B411	0.000	5	ULS-Set  B  (auto)/2	0.0	-21.0	21.0
B412	1.736+	1	ULS-Set  B  (auto)/1	0.0	-0.2	0.2
B412	3.471	5	ULS-Set  B  (auto)/2	0.0	-44.6	44.6
B413	1.393	7	ULS-Set  B  (auto)/1	0.1	0.0	0.1
B413	0.000	3	ULS-Set  B  (auto)/2	0.0	-18.4	18.4
B414	1.986	2	ULS-Set  B  (auto)/1	0.1	0.0	0.1
B414	0.000	3	ULS-Set  B  (auto)/2	0.0	-26.9	26.9
B415	1.374	7	ULS-Set  B  (auto)/1	0.0	-0.3	0.3
B415	0.000	5	ULS-Set  B  (auto)/2	0.0	-23.7	23.7
B416	2.062	7	ULS-Set  B  (auto)/1	0.3	0.0	0.3
B416	3.437	5	ULS-Set  B  (auto)/2	0.0	-35.0	35.0
B417	0.000	6	ULS-Set  B  (auto)/1	0.0	-1.2	1.2
B417	0.000	3	ULS-Set  B  (auto)/2	0.0	-21.4	21.4
B418	1.491	2	ULS-Set  B  (auto)/1	0.0	-1.1	1.1
B418	1.491	5	ULS-Set  B  (auto)/2	0.0	-13.7	13.7
B419	3.428	2	ULS-Set  B  (auto)/1	0.2	0.0	0.2
B419	4.799	5	ULS-Set  B  (auto)/2	0.0	-27.6	27.6
B420	0.000	7	ULS-Set  B  (auto)/1	0.0	-18.2	18.2
B420	0.074	1	ULS-Set  B  (auto)/2	63.4	0.0	63.4
B421	2.259	5	ULS-Set  B  (auto)/1	0.0	-0.4	0.4
B421	0.000	5	ULS-Set  B  (auto)/2	0.0	-28.8	28.8
B422	0.336	3	ULS-Set  B  (auto)/1	0.4	0.0	0.4
B422	3.358	7	ULS-Set  B  (auto)/2	40.2	0.0	40.2
B423	1.006	7	ULS-Set  B  (auto)/1	0.0	-0.8	0.8
B423	2.347	5	ULS-Set  B  (auto)/2	140.2	0.0	140.2
B424	3.500	3	ULS-Set  B  (auto)/1	0.0	0.0	0.0
B424	3.500	5	ULS-Set  B  (auto)/2	0.0	-25.9	25.9
B425	0.648	1	ULS-Set  B  (auto)/1	0.1	0.0	0.1
B425	0.000	3	ULS-Set  B  (auto)/2	0.0	-24.3	24.3
B426	0.000	5	ULS-Set  B  (auto)/1	0.0	-1.5	1.5
B426	0.487	3	ULS-Set  B  (auto)/2	0.0	-26.6	26.6
B427	3.212	6	ULS-Set  B  (auto)/1	0.1	0.0	0.1
B427	3.212	3	ULS-Set  B  (auto)/2	0.0	-18.0	18.0
B428	2.965	3	ULS-Set  B  (auto)/1	0.0	-0.1	0.1
B428	3.295	5	ULS-Set  B  (auto)/2	0.0	-21.4	21.4
B429	0.332	5	ULS-Set  B  (auto)/1	0.3	0.0	0.3
B429	1.328	5	ULS-Set  B  (auto)/2	0.0	-70.5	70.5
B430	0.308-	5	ULS-Set  B  (auto)/1	1.3	0.0	1.3
B430	0.617	3	ULS-Set  B  (auto)/2	0.0	-43.1	43.1
B431	2.123	5	ULS-Set  B  (auto)/1	0.0	-0.2	0.2
B431	0.000	5	ULS-Set  B  (auto)/2	0.0	-26.3	26.3
B432	0.000	3	ULS-Set  B  (auto)/1	0.0	-0.2	0.2
B432	3.642	3	ULS-Set  B  (auto)/2	0.0	-31.9	31.9
B433	0.222-	7	ULS-Set  B  (auto)/1	0.0	-0.1	0.1
B433	0.445	5	ULS-Set  B  (auto)/2	0.0	-32.0	32.0
B434	0.000	7	ULS-Set  B  (auto)/1	0.0	-0.1	0.1
B434	2.321	3	ULS-Set  B  (auto)/2	0.0	-35.8	35.8
B435	0.653	1	ULS-Set  B  (auto)/1	0.0	-1.1	1.1
B435	0.000	3	ULS-Set  B  (auto)/2	0.0	-46.7	46.7
B436	0.000	7	ULS-Set  B  (auto)/1	0.0	-0.8	0.8
B436	0.537	5	ULS-Set  B  (auto)/2	0.0	-22.8	22.8
B437	0.000	3	ULS-Set  B  (auto)/1	0.0	-0.5	0.5
B437	0.164	5	ULS-Set  B  (auto)/2	0.0	-38.0	38.0
B438	0.864	6	ULS-Set  B  (auto)/1	1.6	0.0	1.6
B438	0.000	5	ULS-Set  B  (auto)/2	0.0	-33.3	33.3
B439	1.007	6	ULS-Set  B  (auto)/1	0.0	-0.1	0.1
B439	2.685	5	ULS-Set  B  (auto)/2	0.0	-32.7	32.7
B440	1.411+	7	ULS-Set  B  (auto)/1	2.7	0.0	2.7
B440	0.000	1	ULS-Set  B  (auto)/2	0.0	-104.0	104.0
B441	0.336	5	ULS-Set  B  (auto)/1	0.0	-0.1	0.1
B441	3.026	1	ULS-Set  B  (auto)/2	13.3	0.0	13.3
B442	1.565+	5	ULS-Set  B  (auto)/1	1.3	0.0	1.3
B442	0.000	3	ULS-Set  B  (auto)/2	0.0	-87.6	87.6
B443	0.130	1	ULS-Set  B  (auto)/1	14.8	0.0	14.8
B443	0.000	7	ULS-Set  B  (auto)/2	0.0	-62.0	62.0
B444	0.663	1	ULS-Set  B  (auto)/1	0.0	-0.9	0.9
B444	2.651	1	ULS-Set  B  (auto)/2	44.1	0.0	44.1
B445	1.003	6	ULS-Set  B  (auto)/1	0.2	0.0	0.2
B445	2.674	3	ULS-Set  B  (auto)/2	0.0	-36.9	36.9
B446	1.808	3	ULS-Set  B  (auto)/1	0.0	-0.1	0.1
B446	0.000	1	ULS-Set  B  (auto)/2	24.8	0.0	24.8
B447	2.446	1	ULS-Set  B  (auto)/1	0.7	0.0	0.7
B447	0.000	5	ULS-Set  B  (auto)/2	0.0	-28.1	28.1
B448	0.335	1	ULS-Set  B  (auto)/1	0.0	-0.1	0.1
B448	0.000	3	ULS-Set  B  (auto)/2	0.0	-15.8	15.8
B449	2.282	7	ULS-Set  B  (auto)/1	0.2	0.0	0.2
B449	0.000	3	ULS-Set  B  (auto)/2	0.0	-29.1	29.1
B450	0.000	7	ULS-Set  B  (auto)/1	0.4	0.0	0.4
B450	2.662	3	ULS-Set  B  (auto)/2	0.0	-12.4	12.4
B451	2.401	2	ULS-Set  B  (auto)/1	0.0	-0.1	0.1
B451	2.744	5	ULS-Set  B  (auto)/2	0.0	-10.3	10.3
B452	0.662	7	ULS-Set  B  (auto)/1	0.0	-0.2	0.2
B452	0.000	3	ULS-Set  B  (auto)/2	0.0	-30.6	30.6
B453	3.979	3	ULS-Set  B  (auto)/1	0.0	-0.2	0.2
B453	3.979	7	ULS-Set  B  (auto)/2	0.0	-37.4	37.4
B454	0.868-	7	ULS-Set  B  (auto)/1	0.0	-0.4	0.4
B454	0.000	1	ULS-Set  B  (auto)/2	0.0	-58.6	58.6
B455	0.354	5	ULS-Set  B  (auto)/1	0.5	0.0	0.5
B455	2.126	7	ULS-Set  B  (auto)/2	0.0	-37.5	37.5
B456	0.351	7	ULS-Set  B  (auto)/1	0.0	0.0	0.0
B456	3.157	3	ULS-Set  B  (auto)/2	0.0	-17.0	17.0
B457	0.778+	6	ULS-Set  B  (auto)/1	0.1	-2.0	2.0
B457	0.000	5	ULS-Set  B  (auto)/2	0.0	-47.1	47.1
B458	1.312	7	ULS-Set  B  (auto)/1	0.0	-0.7	0.7
B458	0.000	3	ULS-Set  B  (auto)/2	0.0	-40.5	40.5
B459	2.719	1	ULS-Set  B  (auto)/1	0.0	0.0	0.0
B459	0.000	5	ULS-Set  B  (auto)/2	0.0	-31.0	31.0
B460	1.368	2	ULS-Set  B  (auto)/1	0.1	-0.4	0.4
B460	0.000	1	ULS-Set  B  (auto)/2	22.4	0.0	22.4
B461	0.997	5	ULS-Set  B  (auto)/1	0.0	-0.9	0.9
