

 1D internal forces





Type Name	Name	1D internal forces
1D internal forces	1D internal forces	See table 1

Table 1
Type Name	1D internal forces
1D internal forces	Linear calculation  Combination: ULS-Set B (auto)  Coordinate system: Principal  Extreme 1D: Member  Selection: All    See table 2

Table 2
Name	dx  [m]	Case	N  [kN]	V_{y}  [kN]	V_{z}  [kN]	M_{x}  [kNm]	M_{y}  [kNm]	M_{z}  [kNm]
B66	2.630	ULS-Set  B  (auto)/1	-733.19	-240.41	57.50	-29.23	761.58	-355.08
B67	0.217	ULS-Set  B  (auto)/2	-5388.00	-1125.93	474.37	31.22	-370.32	-155.26
B67	0.000	ULS-Set  B  (auto)/1	-7274.40	-1520.01	643.82	42.15	-639.43	120.63
B67	0.217	ULS-Set  B  (auto)/1	-7273.80	-1520.01	640.41	42.15	-499.93	-209.60
B68	4.017	ULS-Set  B  (auto)/2	-2295.33	37.87	29.17	46.53	161.38	4.43
B68	0.000	ULS-Set  B  (auto)/1	-3118.27	51.12	100.47	62.81	-63.00	-199.35
B68	4.017	ULS-Set  B  (auto)/1	-3098.70	51.12	39.38	62.81	217.86	5.98
B69	0.000	ULS-Set  B  (auto)/2	612.85	1738.40	661.43	-72.29	-128.03	-762.39
B69	0.810	ULS-Set  B  (auto)/2	614.73	1738.40	652.03	-72.29	403.83	645.49
B69	0.000	ULS-Set  B  (auto)/1	827.35	2346.85	892.93	-97.60	-172.84	-1029.22
B69	0.810	ULS-Set  B  (auto)/1	829.89	2346.85	880.24	-97.60	545.17	871.41
B70	2.220	ULS-Set  B  (auto)/2	542.28	-800.52	-232.38	7.77	-11.36	-831.35
B70	0.000	ULS-Set  B  (auto)/1	735.53	-1080.70	-278.43	10.49	642.05	1277.23
B70	0.000	ULS-Set  B  (auto)/2	544.83	-800.52	-206.24	7.77	475.60	946.10
B70	2.220	ULS-Set  B  (auto)/1	732.08	-1080.70	-313.72	10.49	-15.34	-1122.32
B71	0.000	ULS-Set  B  (auto)/1	-1324.64	-91.24	-109.02	-30.92	268.05	20.61
B71	0.000	ULS-Set  B  (auto)/2	-981.21	-67.58	-80.76	-22.90	198.55	15.26
B71	2.805	ULS-Set  B  (auto)/1	-1335.63	-91.24	-152.45	-30.92	-98.68	-235.33
B72	0.000	ULS-Set  B  (auto)/2	-730.01	1712.00	-15.50	272.96	-12.51	-340.43
B72	0.768	ULS-Set  B  (auto)/1	-990.29	2311.20	-32.22	368.49	-37.29	1314.65
B72	0.000	ULS-Set  B  (auto)/1	-985.51	2311.20	-20.93	368.49	-16.89	-459.58
B73	2.644	ULS-Set  B  (auto)/2	2281.01	116.11	-255.46	-20.62	-246.39	222.31
B73	0.000	ULS-Set  B  (auto)/2	2283.60	116.11	-224.29	-20.62	387.80	-84.65
B73	2.644	ULS-Set  B  (auto)/1	3079.37	156.74	-344.87	-27.83	-332.63	300.12
B73	0.000	ULS-Set  B  (auto)/1	3082.86	156.74	-302.80	-27.83	523.53	-114.28
B74	2.292	ULS-Set  B  (auto)/2	-311.01	110.89	-8.92	6.37	832.49	78.37
B74	2.292	ULS-Set  B  (auto)/1	-419.86	149.70	-12.04	8.60	1123.86	105.80
B74	0.000	ULS-Set  B  (auto)/2	-311.32	110.89	18.19	6.37	821.87	-175.79
B74	1.637	ULS-Set  B  (auto)/1	-419.98	149.70	-1.59	8.60	1128.32	7.76
B74	0.000	ULS-Set  B  (auto)/1	-420.28	149.70	24.56	8.60	1109.52	-237.32
B75	2.183	ULS-Set  B  (auto)/1	-159.13	119.45	-23.34	-16.42	828.13	219.94
B75	2.183	ULS-Set  B  (auto)/2	-117.88	88.48	-17.29	-12.16	613.43	162.92
B75	0.728	ULS-Set  B  (auto)/1	-161.42	119.45	-0.21	-16.42	845.27	46.09
B75	0.000	ULS-Set  B  (auto)/1	-162.57	119.45	11.35	-16.42	841.21	-40.83
B76	0.000	ULS-Set  B  (auto)/1	22.81	-110.44	-1.53	30.95	748.86	88.26
B76	0.000	ULS-Set  B  (auto)/2	16.89	-81.81	-1.13	22.92	554.71	65.38
B76	2.278	ULS-Set  B  (auto)/2	21.21	-81.81	-27.74	22.92	521.82	-121.01
B76	2.278	ULS-Set  B  (auto)/1	28.64	-110.44	-37.44	30.95	704.46	-163.36
B77	4.648	ULS-Set  B  (auto)/2	-1614.04	-16.26	2.59	-7.12	676.18	-27.38
B77	0.000	ULS-Set  B  (auto)/1	-2176.93	-21.95	77.70	-9.61	724.11	65.08
B77	0.000	ULS-Set  B  (auto)/2	-1612.54	-16.26	57.56	-7.12	536.38	48.20
B77	4.648	ULS-Set  B  (auto)/1	-2178.95	-21.95	3.50	-9.61	912.85	-36.96
B78	2.561	ULS-Set  B  (auto)/1	-1875.15	163.38	46.14	-12.56	1000.37	151.23
B78	2.561	ULS-Set  B  (auto)/2	-1389.00	121.02	34.17	-9.31	741.02	112.02
B78	0.000	ULS-Set  B  (auto)/2	-1385.15	121.02	64.22	-9.31	615.05	-197.85
B78	0.000	ULS-Set  B  (auto)/1	-1869.96	163.38	86.69	-12.56	830.32	-267.10
B79	0.193	ULS-Set  B  (auto)/1	-1058.09	1867.35	50.76	-45.17	1073.17	333.34
B79	0.193	ULS-Set  B  (auto)/2	-783.77	1383.22	37.60	-33.46	794.94	246.92
B79	0.000	ULS-Set  B  (auto)/2	-783.35	1383.22	39.84	-33.46	787.48	-19.53
B79	0.000	ULS-Set  B  (auto)/1	-1057.52	1867.35	53.78	-45.17	1063.10	-26.37
B80	2.630	ULS-Set  B  (auto)/2	-176.03	-245.85	79.62	-3.99	894.90	-293.81
B80	0.000	ULS-Set  B  (auto)/1	-235.73	-331.89	149.44	-5.38	870.28	476.16
B80	0.000	ULS-Set  B  (auto)/2	-174.61	-245.85	110.70	-3.99	644.65	352.71
B80	2.630	ULS-Set  B  (auto)/1	-237.64	-331.89	107.49	-5.38	1208.12	-396.64
B81	0.000	ULS-Set  B  (auto)/2	-1276.66	202.72	1.18	-4.75	581.19	-417.50
B81	3.353	ULS-Set  B  (auto)/1	-1729.03	273.67	-51.66	-6.41	700.67	354.01
B81	3.353	ULS-Set  B  (auto)/2	-1280.76	202.72	-38.27	-4.75	519.01	262.23
B81	0.000	ULS-Set  B  (auto)/1	-1723.50	273.67	1.60	-6.41	784.61	-563.63
B82	3.005	ULS-Set  B  (auto)/1	-907.65	230.38	-69.44	31.09	454.13	494.70
B82	0.000	ULS-Set  B  (auto)/2	-670.31	170.65	-15.94	23.03	437.63	-146.44
B82	3.005	ULS-Set  B  (auto)/2	-672.33	170.65	-51.43	23.03	336.39	366.45
B82	0.000	ULS-Set  B  (auto)/1	-904.92	230.38	-21.52	31.09	590.80	-197.69
B83	0.535	ULS-Set  B  (auto)/2	-1223.74	-836.27	159.23	-1.71	548.05	-178.48
B83	0.000	ULS-Set  B  (auto)/1	-1652.68	-1128.97	223.48	-2.30	622.53	363.32
B83	0.000	ULS-Set  B  (auto)/2	-1224.20	-836.27	165.54	-1.71	461.14	269.12
B83	0.535	ULS-Set  B  (auto)/1	-1652.05	-1128.97	214.96	-2.30	739.87	-240.95
B84	1.739	ULS-Set  B  (auto)/1	-2569.13	46.06	-1.93	-43.16	843.25	-170.33
B84	0.000	ULS-Set  B  (auto)/2	-1906.36	34.12	18.88	-31.97	609.46	-185.51
B84	0.000	ULS-Set  B  (auto)/1	-2573.59	46.06	25.48	-43.16	822.76	-250.43
B84	1.739	ULS-Set  B  (auto)/2	-1903.06	34.12	-1.43	-31.97	624.63	-126.17
B85	3.896	ULS-Set  B  (auto)/2	-1516.07	156.33	12.80	21.78	642.86	320.60
B85	0.000	ULS-Set  B  (auto)/2	-1521.73	156.33	58.53	21.78	503.91	-288.46
B85	0.000	ULS-Set  B  (auto)/1	-2054.34	211.04	79.02	29.41	680.28	-389.42
B85	3.896	ULS-Set  B  (auto)/1	-2046.69	211.04	17.27	29.41	867.86	432.81
B86	3.363	ULS-Set  B  (auto)/1	-217.09	69.30	-21.18	16.13	557.22	120.00
B86	0.000	ULS-Set  B  (auto)/2	-158.48	51.33	24.03	11.95	398.73	-83.76
B86	2.018	ULS-Set  B  (auto)/1	-215.83	69.30	0.27	16.13	571.29	26.77
B86	0.000	ULS-Set  B  (auto)/1	-213.94	69.30	32.44	16.13	538.28	-113.08
B87	0.584	ULS-Set  B  (auto)/1	-2388.73	-603.83	10.65	-120.45	1009.60	67.64
B87	0.000	ULS-Set  B  (auto)/1	-2387.42	-603.83	19.88	-120.45	1000.69	420.12
B87	0.000	ULS-Set  B  (auto)/2	-1768.46	-447.28	14.73	-89.22	741.25	311.20
B87	0.584	ULS-Set  B  (auto)/2	-1769.43	-447.28	7.89	-89.22	747.85	50.10
B88	0.000	ULS-Set  B  (auto)/1	-1428.98	-332.52	-106.44	-13.02	987.04	540.73
B88	0.000	ULS-Set  B  (auto)/2	-1058.50	-246.31	-78.84	-9.64	731.14	400.54
B88	3.537	ULS-Set  B  (auto)/2	-1063.64	-246.31	-120.37	-9.64	378.80	-470.75
B88	3.537	ULS-Set  B  (auto)/1	-1435.92	-332.52	-162.50	-13.02	511.38	-635.51
B89	0.000	ULS-Set  B  (auto)/2	-906.11	738.24	-0.90	-7.40	434.76	-733.89
B89	1.617	ULS-Set  B  (auto)/1	-1230.01	996.63	-26.13	-9.99	564.83	620.35
B89	1.617	ULS-Set  B  (auto)/2	-911.12	738.24	-19.36	-7.40	418.39	459.52
B89	0.000	ULS-Set  B  (auto)/1	-1223.24	996.63	-1.22	-9.99	586.93	-990.75
B90	4.544	ULS-Set  B  (auto)/2	-315.00	-60.31	21.67	-1.73	289.76	-32.06
B90	0.000	ULS-Set  B  (auto)/1	-425.10	-81.41	101.83	-2.33	93.32	326.71
B90	0.000	ULS-Set  B  (auto)/2	-314.89	-60.31	75.43	-1.73	69.12	242.01
B90	4.544	ULS-Set  B  (auto)/1	-425.26	-81.41	29.26	-2.33	391.18	-43.28
B91	0.000	ULS-Set  B  (auto)/1	-2480.83	-540.15	212.95	42.00	697.68	390.52
B91	1.111	ULS-Set  B  (auto)/2	-1836.13	-400.11	144.69	31.11	684.80	-155.24
B91	0.000	ULS-Set  B  (auto)/2	-1837.65	-400.11	157.74	31.11	516.80	289.27
B91	1.111	ULS-Set  B  (auto)/1	-2478.78	-540.15	195.33	42.00	924.48	-209.57
B92	3.399	ULS-Set  B  (auto)/2	545.13	231.86	55.04	3.13	349.01	332.53
B92	0.000	ULS-Set  B  (auto)/2	536.39	231.86	94.29	3.13	95.23	-455.54
B92	0.000	ULS-Set  B  (auto)/1	724.12	313.01	127.29	4.22	128.56	-614.97
B92	3.399	ULS-Set  B  (auto)/1	735.92	313.01	74.31	4.22	471.17	448.92
B93	2.674	ULS-Set  B  (auto)/2	-231.30	51.49	70.08	-11.96	513.47	91.08
B93	0.000	ULS-Set  B  (auto)/2	-239.03	51.49	100.75	-11.96	285.09	-46.60
B93	0.000	ULS-Set  B  (auto)/1	-322.69	69.51	136.01	-16.15	384.87	-62.91
B93	2.674	ULS-Set  B  (auto)/1	-312.25	69.51	94.61	-16.15	693.19	122.96
B94	3.051	ULS-Set  B  (auto)/2	32.19	59.89	21.71	4.67	373.99	101.91
B94	0.000	ULS-Set  B  (auto)/2	27.63	59.89	57.50	4.67	253.17	-80.80
B94	0.000	ULS-Set  B  (auto)/1	37.30	80.86	77.63	6.30	341.78	-109.08
B94	3.051	ULS-Set  B  (auto)/1	43.46	80.86	29.31	6.30	504.89	137.58
B95	0.000	ULS-Set  B  (auto)/1	-539.24	-392.90	-99.53	-194.77	609.79	113.85
B95	0.000	ULS-Set  B  (auto)/2	-399.44	-291.04	-73.73	-144.27	451.70	84.33
B95	0.409	ULS-Set  B  (auto)/2	-400.27	-291.04	-78.49	-144.27	420.60	-34.58
B95	0.409	ULS-Set  B  (auto)/1	-540.36	-392.90	-105.96	-194.77	567.81	-46.68
B96	3.734	ULS-Set  B  (auto)/1	-536.06	104.61	-109.80	18.20	449.21	178.46
B96	0.000	ULS-Set  B  (auto)/2	-386.55	77.49	-38.45	13.48	556.35	-157.11
B96	3.734	ULS-Set  B  (auto)/2	-397.08	77.49	-81.34	13.48	332.75	132.19
B96	0.000	ULS-Set  B  (auto)/1	-521.84	104.61	-51.90	18.20	751.07	-212.09
B97	3.505	ULS-Set  B  (auto)/2	179.11	-1.68	-9.01	1.53	295.71	-20.12
B97	0.000	ULS-Set  B  (auto)/1	243.06	-2.27	43.79	2.07	343.80	-19.22
B97	0.000	ULS-Set  B  (auto)/2	180.05	-1.68	32.44	1.53	254.67	-14.24
B97	2.804	ULS-Set  B  (auto)/1	242.06	-2.27	-0.98	2.07	403.82	-25.57
B97	3.505	ULS-Set  B  (auto)/1	241.80	-2.27	-12.17	2.07	399.21	-27.16
B98	0.433	ULS-Set  B  (auto)/2	-2509.32	405.85	76.19	-31.37	868.54	88.83
B98	0.000	ULS-Set  B  (auto)/2	-2509.36	405.85	81.32	-31.37	834.42	-86.96
B98	0.000	ULS-Set  B  (auto)/1	-3387.64	547.90	109.78	-42.35	1126.47	-117.40
B98	0.433	ULS-Set  B  (auto)/1	-3387.59	547.90	102.86	-42.35	1172.52	119.93
B99	0.797	ULS-Set  B  (auto)/1	-1759.64	1214.88	122.29	-56.84	894.18	428.87
B99	0.797	ULS-Set  B  (auto)/2	-1303.44	899.91	90.58	-42.11	662.36	317.68
B99	0.000	ULS-Set  B  (auto)/2	-1302.56	899.91	99.97	-42.11	586.40	-399.71
B99	0.000	ULS-Set  B  (auto)/1	-1758.45	1214.88	134.96	-56.84	791.65	-539.61
B100	0.000	ULS-Set  B  (auto)/1	156.23	-98.34	18.07	34.10	401.70	239.64
B100	3.170	ULS-Set  B  (auto)/2	109.10	-72.85	-23.53	25.26	281.47	-53.44
B100	1.057	ULS-Set  B  (auto)/1	153.25	-98.34	1.45	34.10	412.01	135.71
B100	3.170	ULS-Set  B  (auto)/1	147.29	-98.34	-31.77	34.10	379.98	-72.14
B101	1.643	ULS-Set  B  (auto)/2	-1629.72	-244.56	16.26	-11.21	832.32	-258.01
B101	0.000	ULS-Set  B  (auto)/1	-2198.83	-330.16	48.16	-15.13	1066.02	194.18
B101	0.000	ULS-Set  B  (auto)/2	-1628.77	-244.56	35.68	-11.21	789.65	143.84
B101	1.643	ULS-Set  B  (auto)/1	-2200.13	-330.16	21.96	-15.13	1123.63	-348.32
B102	0.000	ULS-Set  B  (auto)/2	-1595.18	304.06	-63.90	-50.43	799.55	-282.67
B102	1.492	ULS-Set  B  (auto)/1	-2153.31	410.48	-110.08	-68.07	932.96	230.70
B102	1.492	ULS-Set  B  (auto)/2	-1595.04	304.06	-81.54	-50.43	691.08	170.89
B102	0.000	ULS-Set  B  (auto)/1	-2153.49	410.48	-86.26	-68.07	1079.39	-381.60
B103	2.218	ULS-Set  B  (auto)/1	-1510.61	177.12	-82.54	8.24	634.62	354.25
B103	0.000	ULS-Set  B  (auto)/2	-1120.44	131.20	-34.95	6.11	576.63	-28.53
B103	2.218	ULS-Set  B  (auto)/2	-1118.97	131.20	-61.14	6.11	470.09	262.41
B103	0.000	ULS-Set  B  (auto)/1	-1512.60	177.12	-47.18	8.24	778.44	-38.51
B104	0.000	ULS-Set  B  (auto)/1	-1961.27	-1469.39	40.03	93.54	639.90	583.34
B104	0.674	ULS-Set  B  (auto)/2	-1451.27	-1088.44	21.82	69.29	491.35	-301.96
B104	0.000	ULS-Set  B  (auto)/2	-1452.79	-1088.44	29.65	69.29	474.00	432.11
B104	0.674	ULS-Set  B  (auto)/1	-1959.21	-1469.39	29.46	93.54	663.33	-407.65
B105	4.866	ULS-Set  B  (auto)/1	-2602.70	23.02	-15.05	14.50	678.37	-23.04
B105	0.000	ULS-Set  B  (auto)/2	-1933.22	17.05	46.17	10.74	417.30	-100.04
B105	3.893	ULS-Set  B  (auto)/1	-2604.13	23.02	0.42	14.50	685.49	-45.45
B105	0.000	ULS-Set  B  (auto)/1	-2609.84	23.02	62.32	14.50	563.35	-135.06
B105	4.866	ULS-Set  B  (auto)/2	-1927.92	17.05	-11.15	10.74	502.50	-17.07
B106	0.000	ULS-Set  B  (auto)/2	-3427.02	215.00	-24.51	44.47	-161.26	-496.76
B106	3.868	ULS-Set  B  (auto)/1	-4643.06	290.26	-92.59	60.03	-460.74	451.95
B106	0.000	ULS-Set  B  (auto)/1	-4626.48	290.26	-33.09	60.03	-217.70	-670.62
B107	0.000	ULS-Set  B  (auto)/1	-314.30	-3142.13	1182.34	-748.99	-572.96	1111.81
B107	0.274	ULS-Set  B  (auto)/2	-231.87	-2327.51	872.71	-554.81	-184.75	185.50
B108	3.698	ULS-Set  B  (auto)/2	-2854.36	-9.07	40.80	-17.79	-388.38	-54.79
B108	0.000	ULS-Set  B  (auto)/1	-3874.89	-12.25	110.08	-24.01	-829.71	-28.68
B108	3.698	ULS-Set  B  (auto)/1	-3853.38	-12.25	55.09	-24.01	-524.31	-73.97
B108	0.000	ULS-Set  B  (auto)/2	-2870.29	-9.07	81.54	-17.79	-614.60	-21.24
B109	0.253	ULS-Set  B  (auto)/2	-695.08	3604.31	780.64	451.04	-91.97	34.88
B109	0.000	ULS-Set  B  (auto)/1	-939.66	4865.82	1057.69	608.90	-391.41	-1184.60
B109	0.253	ULS-Set  B  (auto)/1	-938.36	4865.82	1053.87	608.90	-124.16	47.08
B110	3.365	ULS-Set  B  (auto)/2	1826.03	297.91	67.11	19.07	429.73	590.71
B110	0.000	ULS-Set  B  (auto)/2	1827.12	297.91	106.90	19.07	136.99	-411.68
B110	0.000	ULS-Set  B  (auto)/1	2466.61	402.17	144.31	25.75	184.93	-555.77
B110	3.365	ULS-Set  B  (auto)/1	2465.14	402.17	90.60	25.75	580.14	797.46
B111	1.406	ULS-Set  B  (auto)/2	167.55	-1483.75	-485.52	-82.81	-268.91	-994.05
B111	0.000	ULS-Set  B  (auto)/1	232.23	-2003.06	-633.84	-111.79	543.08	1473.53
B111	0.000	ULS-Set  B  (auto)/2	172.02	-1483.75	-469.51	-82.81	402.28	1091.51
B111	1.406	ULS-Set  B  (auto)/1	226.19	-2003.06	-655.45	-111.79	-363.03	-1341.96
B112	0.000	ULS-Set  B  (auto)/2	-2196.28	14.68	-54.38	-26.41	861.53	-34.82
B112	5.306	ULS-Set  B  (auto)/1	-2970.94	19.82	-157.94	-35.65	549.30	58.14
B112	5.306	ULS-Set  B  (auto)/2	-2200.69	14.68	-116.99	-26.41	406.89	43.07
B112	0.000	ULS-Set  B  (auto)/1	-2964.98	19.82	-73.42	-35.65	1163.06	-47.01
B113	0.000	ULS-Set  B  (auto)/1	-570.93	-489.44	65.43	105.16	233.42	534.00
B113	2.192	ULS-Set  B  (auto)/2	-415.02	-362.55	23.76	77.90	252.08	-399.26
B113	0.000	ULS-Set  B  (auto)/2	-422.91	-362.55	48.47	77.90	172.90	395.55
B113	2.192	ULS-Set  B  (auto)/1	-560.28	-489.44	32.08	105.16	340.30	-538.99
B114	2.132	ULS-Set  B  (auto)/2	-307.17	191.95	106.11	-15.16	661.56	158.54
B114	0.000	ULS-Set  B  (auto)/2	-310.46	191.95	131.11	-15.16	408.71	-250.64
B114	0.000	ULS-Set  B  (auto)/1	-419.12	259.13	177.00	-20.47	551.76	-338.37
B114	2.132	ULS-Set  B  (auto)/1	-414.68	259.13	143.25	-20.47	893.11	214.03
B115	1.518	ULS-Set  B  (auto)/2	79.75	162.26	18.82	-134.01	520.41	179.68
B115	0.000	ULS-Set  B  (auto)/2	81.00	162.26	36.73	-134.01	478.26	-66.59
B115	0.000	ULS-Set  B  (auto)/1	109.35	219.05	49.58	-180.92	645.65	-89.89
B115	1.518	ULS-Set  B  (auto)/1	107.67	219.05	25.41	-180.92	702.56	242.57
B116	1.494	ULS-Set  B  (auto)/2	157.12	-282.88	-123.34	55.25	-68.22	-192.66
B116	0.000	ULS-Set  B  (auto)/1	219.56	-381.89	-143.84	74.59	139.74	310.47
B116	0.000	ULS-Set  B  (auto)/2	162.64	-282.88	-106.55	55.25	103.51	229.98
B116	1.494	ULS-Set  B  (auto)/1	212.11	-381.89	-166.51	74.59	-92.09	-260.09
B117	1.911	ULS-Set  B  (auto)/2	-788.63	279.52	100.26	50.41	819.28	241.18
B117	0.000	ULS-Set  B  (auto)/2	-791.56	279.52	122.67	50.41	606.30	-292.91
B117	0.000	ULS-Set  B  (auto)/1	-1068.60	377.36	165.61	68.05	818.50	-395.43
B117	1.911	ULS-Set  B  (auto)/1	-1064.65	377.36	135.36	68.05	1106.03	325.59
B118	0.000	ULS-Set  B  (auto)/1	-89.36	-107.77	-28.11	0.63	652.92	224.77
B118	0.000	ULS-Set  B  (auto)/2	-66.19	-79.83	-20.82	0.46	483.64	166.50
B118	2.286	ULS-Set  B  (auto)/2	-68.59	-79.83	-47.75	0.46	405.26	-15.99
B118	2.286	ULS-Set  B  (auto)/1	-92.59	-107.77	-64.47	0.63	547.11	-21.59
B119	0.000	ULS-Set  B  (auto)/1	-1015.53	-575.22	9.88	-63.63	655.79	314.20
B119	0.000	ULS-Set  B  (auto)/2	-752.24	-426.09	7.32	-47.13	485.77	232.74
B119	1.554	ULS-Set  B  (auto)/2	-756.59	-426.09	-10.55	-47.13	483.26	-429.61
B119	0.777-	ULS-Set  B  (auto)/1	-1018.46	-575.22	-2.18	-63.63	658.78	-132.89
B119	1.554	ULS-Set  B  (auto)/1	-1021.39	-575.22	-14.24	-63.63	652.40	-579.98
B120	0.994	ULS-Set  B  (auto)/1	-1204.38	454.04	-123.72	44.89	804.57	62.93
B120	0.000	ULS-Set  B  (auto)/2	-890.02	336.32	-80.08	33.25	681.32	-287.67
B120	0.994	ULS-Set  B  (auto)/2	-892.13	336.32	-91.64	33.25	595.98	46.61
B120	0.000	ULS-Set  B  (auto)/1	-1201.52	454.04	-108.11	44.89	919.78	-388.35
B121	3.099	ULS-Set  B  (auto)/1	-353.48	324.55	-154.22	37.95	276.07	659.66
B121	0.000	ULS-Set  B  (auto)/2	-257.37	240.40	-77.85	28.11	502.14	-256.36
B121	3.099	ULS-Set  B  (auto)/2	-261.84	240.40	-114.24	28.11	204.50	488.64
B121	0.000	ULS-Set  B  (auto)/1	-347.45	324.55	-105.10	37.95	677.89	-346.09
B122	1.334	ULS-Set  B  (auto)/2	-422.43	-965.66	243.35	-25.91	468.00	-676.01
B122	0.000	ULS-Set  B  (auto)/1	-571.10	-1303.64	349.81	-34.98	179.50	825.87
B122	0.000	ULS-Set  B  (auto)/2	-423.03	-965.66	259.12	-25.91	132.96	611.76
B122	1.334	ULS-Set  B  (auto)/1	-570.28	-1303.64	328.53	-34.98	631.80	-912.61
B123	3.588	ULS-Set  B  (auto)/2	-2311.98	66.02	49.45	-5.04	547.24	71.23
B123	0.000	ULS-Set  B  (auto)/2	-2321.78	66.02	90.75	-5.04	295.72	-165.63
B123	0.000	ULS-Set  B  (auto)/1	-3134.40	89.12	122.51	-6.81	399.22	-223.60
B123	3.588	ULS-Set  B  (auto)/1	-3121.18	89.12	66.76	-6.81	738.78	96.16
B124	0.718	ULS-Set  B  (auto)/2	2.71	301.52	111.03	-96.35	1133.26	-29.10
B124	0.000	ULS-Set  B  (auto)/2	2.29	301.52	119.51	-96.35	1050.54	-245.47
B124	0.718	ULS-Set  B  (auto)/1	3.66	407.05	149.89	-130.07	1529.90	-39.29
B124	0.000	ULS-Set  B  (auto)/1	3.10	407.05	161.34	-130.07	1418.23	-331.39
B125	1.879	ULS-Set  B  (auto)/2	159.61	223.70	49.91	-31.33	1019.30	257.34
B125	0.000	ULS-Set  B  (auto)/2	160.21	223.70	72.13	-31.33	904.67	-162.90
B125	0.000	ULS-Set  B  (auto)/1	216.28	301.99	97.37	-42.30	1221.30	-219.91
B125	1.879	ULS-Set  B  (auto)/1	215.48	301.99	67.38	-42.30	1376.05	347.41
B126	2.377	ULS-Set  B  (auto)/2	57.25	-169.05	-101.37	39.34	-52.20	-180.42
B126	0.000	ULS-Set  B  (auto)/1	89.27	-228.22	-100.84	53.10	212.06	298.98
B126	0.000	ULS-Set  B  (auto)/2	66.13	-169.05	-74.69	39.34	157.08	221.46
B126	2.377	ULS-Set  B  (auto)/1	77.28	-228.22	-136.86	53.10	-70.47	-243.57
B127	0.000	ULS-Set  B  (auto)/2	-2849.58	45.22	-42.25	-21.46	1022.08	-88.17
B127	3.821	ULS-Set  B  (auto)/1	-3848.85	61.04	-118.03	-28.97	1045.36	114.19
B127	3.821	ULS-Set  B  (auto)/2	-2851.00	45.22	-87.43	-21.46	774.34	84.58
B127	0.000	ULS-Set  B  (auto)/1	-3846.94	61.04	-57.04	-28.97	1379.80	-119.03
B128	0.000	ULS-Set  B  (auto)/1	-54.67	-293.50	131.76	71.15	41.03	408.49
B128	2.841	ULS-Set  B  (auto)/2	-30.02	-217.41	65.67	52.70	262.35	-315.15
B128	0.000	ULS-Set  B  (auto)/2	-40.49	-217.41	97.60	52.70	30.39	302.59
B128	2.841	ULS-Set  B  (auto)/1	-40.52	-293.50	88.65	71.15	354.17	-425.45
B129	0.000	ULS-Set  B  (auto)/1	-381.40	-59.43	0.74	-10.28	394.88	179.58
B129	0.000	ULS-Set  B  (auto)/2	-282.52	-44.02	0.55	-7.62	292.50	133.03
B129	3.346	ULS-Set  B  (auto)/2	-287.33	-44.02	-38.73	-7.62	228.63	-14.25
B129	3.346	ULS-Set  B  (auto)/1	-387.89	-59.43	-52.29	-10.28	308.65	-19.24
B130	0.000	ULS-Set  B  (auto)/1	-1986.53	-649.08	-132.79	-17.80	390.42	666.78
B130	0.000	ULS-Set  B  (auto)/2	-1471.51	-480.80	-98.36	-13.18	289.20	493.91
B130	2.358	ULS-Set  B  (auto)/2	-1478.08	-480.80	-125.47	-13.18	25.34	-639.65
B130	2.358	ULS-Set  B  (auto)/1	-1995.41	-649.08	-169.38	-17.80	34.21	-863.53
B131	2.848	ULS-Set  B  (auto)/2	487.68	928.04	-373.03	30.09	-372.85	1410.90
B131	0.000	ULS-Set  B  (auto)/2	490.63	928.04	-339.48	30.09	641.60	-1231.72
B131	2.848	ULS-Set  B  (auto)/1	658.37	1252.85	-503.59	40.63	-503.34	1904.72
B131	0.000	ULS-Set  B  (auto)/1	662.35	1252.85	-458.30	40.63	866.17	-1662.82
B132	2.546	ULS-Set  B  (auto)/2	-749.40	-1055.43	313.41	-34.06	560.15	-1314.01
B132	0.000	ULS-Set  B  (auto)/1	-1016.47	-1424.84	463.47	-45.98	-372.20	1853.13
B132	2.546	ULS-Set  B  (auto)/1	-1011.69	-1424.84	423.10	-45.98	756.21	-1773.91
B133	3.323	ULS-Set  B  (auto)/2	-1785.50	367.59	25.01	44.63	200.14	506.03
B133	0.000	ULS-Set  B  (auto)/2	-1796.30	367.59	62.81	44.63	54.21	-715.54
B133	0.000	ULS-Set  B  (auto)/1	-2425.00	496.24	84.80	60.25	73.19	-965.98
B133	3.323	ULS-Set  B  (auto)/1	-2410.42	496.24	33.77	60.25	270.20	683.13
B134	1.447	ULS-Set  B  (auto)/2	-907.54	441.61	80.46	-18.64	784.19	355.04
B134	0.000	ULS-Set  B  (auto)/2	-909.22	441.61	97.50	-18.64	655.39	-284.18
B134	0.000	ULS-Set  B  (auto)/1	-1227.45	596.17	131.62	-25.16	884.78	-383.64
B134	1.447	ULS-Set  B  (auto)/1	-1225.17	596.17	108.62	-25.16	1058.65	479.31
B135	0.000	ULS-Set  B  (auto)/1	95.72	-109.52	-46.07	8.31	588.45	213.82
B135	0.000	ULS-Set  B  (auto)/2	70.91	-81.13	-34.13	6.15	435.89	158.38
B135	3.574	ULS-Set  B  (auto)/2	68.99	-81.13	-76.37	6.15	238.42	-131.59
B135	3.574	ULS-Set  B  (auto)/1	93.14	-109.52	-103.09	8.31	321.86	-177.65
